,CPI,Core_CPI,Unemployment,GDP,Industrial_Production,Retail_Sales,Housing_Starts,Consumer_Sentiment,VIX,Inflation_YoY,Core_Inflation_YoY
2012-06-28,228.524,229.623,8.2,17444.525,97.4768,395595.0,757.0,73.2,19.71,0.0,0.0
2012-06-29,228.524,229.623,8.2,17444.525,97.4768,395595.0,757.0,73.2,17.08,0.0,0.0
2012-07-01,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,17.08,0.02888099280600187,0.15111726612753174
2012-07-02,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,16.8,0.02888099280600187,0.15111726612753174
2012-07-03,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,16.66,0.02888099280600187,0.15111726612753174
2012-07-04,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,16.66,0.02888099280600187,0.15111726612753174
2012-07-05,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,17.5,0.02888099280600187,0.15111726612753174
2012-07-06,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,17.1,0.02888099280600187,0.15111726612753174
2012-07-09,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,17.98,0.02888099280600187,0.15111726612753174
2012-07-10,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,18.72,0.02888099280600187,0.15111726612753174
2012-07-11,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,17.95,0.02888099280600187,0.15111726612753174
2012-07-12,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,18.33,0.02888099280600187,0.15111726612753174
2012-07-13,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,16.74,0.02888099280600187,0.15111726612753174
2012-07-16,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,17.11,0.02888099280600187,0.15111726612753174
2012-07-17,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,16.48,0.0,0.0
2012-07-18,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,16.16,0.0,0.0
2012-07-19,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,15.45,0.0,0.0
2012-07-20,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,16.27,0.0,0.0
2012-07-23,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,18.62,0.0,0.0
2012-07-24,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,20.47,0.0,0.0
2012-07-25,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,19.34,0.0,0.0
2012-07-26,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,17.53,0.0,0.0
2012-07-27,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,16.7,0.0,0.0
2012-07-30,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,18.03,0.0,0.0
2012-07-31,228.59,229.97,8.2,17469.65,97.6714,397407.0,740.0,72.3,18.93,0.0,0.0
2012-08-01,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,18.96,0.580952797585188,0.11436274296647841
2012-08-02,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,17.57,0.580952797585188,0.11436274296647841
2012-08-03,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,15.64,0.580952797585188,0.11436274296647841
2012-08-06,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,15.95,0.580952797585188,0.11436274296647841
2012-08-07,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,15.99,0.580952797585188,0.11436274296647841
2012-08-08,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,15.32,0.580952797585188,0.11436274296647841
2012-08-09,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,15.28,0.580952797585188,0.11436274296647841
2012-08-10,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,14.74,0.580952797585188,0.11436274296647841
2012-08-13,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,13.7,0.580952797585188,0.11436274296647841
2012-08-14,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,14.85,0.580952797585188,0.11436274296647841
2012-08-15,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,14.63,0.580952797585188,0.11436274296647841
2012-08-16,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,14.29,0.580952797585188,0.11436274296647841
2012-08-17,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,13.45,0.0,0.0
2012-08-20,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,14.02,0.0,0.0
2012-08-21,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,15.02,0.0,0.0
2012-08-22,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,15.11,0.0,0.0
2012-08-23,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,15.96,0.0,0.0
2012-08-24,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,15.18,0.0,0.0
2012-08-27,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,16.35,0.0,0.0
2012-08-28,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,16.49,0.0,0.0
2012-08-29,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,17.06,0.0,0.0
2012-08-30,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,17.83,0.0,0.0
2012-08-31,229.918,230.233,8.1,17469.65,97.2734,402211.0,754.0,74.3,17.47,0.0,0.0
2012-09-01,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,17.47,0.47712662775423187,0.18502994792231053
2012-09-03,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,17.47,0.47712662775423187,0.18502994792231053
2012-09-04,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,17.98,0.47712662775423187,0.18502994792231053
2012-09-05,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,17.74,0.47712662775423187,0.18502994792231053
2012-09-06,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,15.6,0.47712662775423187,0.18502994792231053
2012-09-07,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,14.38,0.47712662775423187,0.18502994792231053
2012-09-10,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,16.28,0.47712662775423187,0.18502994792231053
2012-09-11,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,16.41,0.47712662775423187,0.18502994792231053
2012-09-12,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,15.8,0.47712662775423187,0.18502994792231053
2012-09-13,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,14.05,0.47712662775423187,0.18502994792231053
2012-09-14,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,14.51,0.47712662775423187,0.18502994792231053
2012-09-17,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,14.59,0.47712662775423187,0.18502994792231053
2012-09-18,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,14.18,0.0,0.0
2012-09-19,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,13.88,0.0,0.0
2012-09-20,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,14.07,0.0,0.0
2012-09-21,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,13.98,0.0,0.0
2012-09-24,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,14.15,0.0,0.0
2012-09-25,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,15.43,0.0,0.0
2012-09-26,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,16.81,0.0,0.0
2012-09-27,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,14.84,0.0,0.0
2012-09-28,231.015,230.659,7.8,17469.65,97.2217,405357.0,847.0,78.3,15.73,0.0,0.0
2012-10-01,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,16.32,0.26967945804385884,0.1582422537165229
2012-10-02,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,15.71,0.26967945804385884,0.1582422537165229
2012-10-03,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,15.43,0.26967945804385884,0.1582422537165229
2012-10-04,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,14.55,0.26967945804385884,0.1582422537165229
2012-10-05,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,14.33,0.26967945804385884,0.1582422537165229
2012-10-08,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,15.11,0.26967945804385884,0.1582422537165229
2012-10-09,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,16.37,0.26967945804385884,0.1582422537165229
2012-10-10,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,16.29,0.26967945804385884,0.1582422537165229
2012-10-11,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,15.59,0.26967945804385884,0.1582422537165229
2012-10-12,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,16.14,0.26967945804385884,0.1582422537165229
2012-10-15,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,15.27,0.26967945804385884,0.1582422537165229
2012-10-16,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,15.22,0.26967945804385884,0.1582422537165229
2012-10-17,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,15.07,0.0,0.0
2012-10-18,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,15.03,0.0,0.0
2012-10-19,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,17.06,0.0,0.0
2012-10-22,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,16.62,0.0,0.0
2012-10-23,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,18.83,0.0,0.0
2012-10-24,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,18.33,0.0,0.0
2012-10-25,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,18.12,0.0,0.0
2012-10-26,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,17.81,0.0,0.0
2012-10-29,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,17.81,0.0,0.0
2012-10-30,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,17.81,0.0,0.0
2012-10-31,231.638,231.024,7.8,17489.852,97.5311,405437.0,915.0,82.6,18.6,0.0,0.0
2012-11-01,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,16.69,-0.16793444944266378,0.13245377103678901
2012-11-02,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,17.59,-0.16793444944266378,0.13245377103678901
2012-11-05,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,18.42,-0.16793444944266378,0.13245377103678901
2012-11-06,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,17.58,-0.16793444944266378,0.13245377103678901
2012-11-07,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,19.08,-0.16793444944266378,0.13245377103678901
2012-11-08,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,18.49,-0.16793444944266378,0.13245377103678901
2012-11-09,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,18.61,-0.16793444944266378,0.13245377103678901
2012-11-12,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,16.68,-0.16793444944266378,0.13245377103678901
2012-11-13,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,16.65,-0.16793444944266378,0.13245377103678901
2012-11-14,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,17.92,-0.16793444944266378,0.13245377103678901
2012-11-15,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,17.99,-0.16793444944266378,0.13245377103678901
2012-11-16,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,16.41,-0.16793444944266378,0.13245377103678901
2012-11-19,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,15.24,0.0,0.0
2012-11-20,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,15.08,0.0,0.0
2012-11-21,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,15.31,0.0,0.0
2012-11-22,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,15.31,0.0,0.0
2012-11-23,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,15.14,0.0,0.0
2012-11-26,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,15.5,0.0,0.0
2012-11-27,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,15.92,0.0,0.0
2012-11-28,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,15.51,0.0,0.0
2012-11-29,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,15.06,0.0,0.0
2012-11-30,231.249,231.33,7.7,17489.852,97.9084,407308.0,833.0,82.7,15.87,0.0,0.0
2012-12-01,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,15.87,-0.012108160467716456,0.1707517399386127
2012-12-03,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,16.64,-0.012108160467716456,0.1707517399386127
2012-12-04,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,17.12,-0.012108160467716456,0.1707517399386127
2012-12-05,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,16.46,-0.012108160467716456,0.1707517399386127
2012-12-06,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,16.58,-0.012108160467716456,0.1707517399386127
2012-12-07,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,15.9,-0.012108160467716456,0.1707517399386127
2012-12-10,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,16.05,-0.012108160467716456,0.1707517399386127
2012-12-11,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,15.57,-0.012108160467716456,0.1707517399386127
2012-12-12,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,15.95,-0.012108160467716456,0.1707517399386127
2012-12-13,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,16.56,-0.012108160467716456,0.1707517399386127
2012-12-14,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,17.0,-0.012108160467716456,0.1707517399386127
2012-12-17,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,16.34,-0.012108160467716456,0.1707517399386127
2012-12-18,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,15.57,0.0,0.0
2012-12-19,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,17.36,0.0,0.0
2012-12-20,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,17.67,0.0,0.0
2012-12-21,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,17.84,0.0,0.0
2012-12-24,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,17.84,0.0,0.0
2012-12-25,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,17.84,0.0,0.0
2012-12-26,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,19.48,0.0,0.0
2012-12-27,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,19.47,0.0,0.0
2012-12-28,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,22.72,0.0,0.0
2012-12-31,231.221,231.725,7.9,17489.852,98.1884,408665.0,976.0,72.9,18.02,0.0,0.0
2013-01-01,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,18.02,0.1980788942180789,0.2174991908512336
2013-01-02,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,14.68,0.1980788942180789,0.2174991908512336
2013-01-03,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,14.56,0.1980788942180789,0.2174991908512336
2013-01-04,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,13.83,0.1980788942180789,0.2174991908512336
2013-01-07,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,13.79,0.1980788942180789,0.2174991908512336
2013-01-08,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,13.62,0.1980788942180789,0.2174991908512336
2013-01-09,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,13.81,0.1980788942180789,0.2174991908512336
2013-01-10,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,13.49,0.1980788942180789,0.2174991908512336
2013-01-11,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,13.36,0.1980788942180789,0.2174991908512336
2013-01-14,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,13.52,0.1980788942180789,0.2174991908512336
2013-01-15,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,13.55,0.1980788942180789,0.2174991908512336
2013-01-16,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,13.42,0.1980788942180789,0.2174991908512336
2013-01-17,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,13.57,0.0,0.0
2013-01-18,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,12.46,0.0,0.0
2013-01-21,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,12.46,0.0,0.0
2013-01-22,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,12.43,0.0,0.0
2013-01-23,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,12.46,0.0,0.0
2013-01-24,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,12.69,0.0,0.0
2013-01-25,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,12.89,0.0,0.0
2013-01-28,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,13.57,0.0,0.0
2013-01-29,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,13.31,0.0,0.0
2013-01-30,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,14.32,0.0,0.0
2013-01-31,231.679,232.229,8.0,17662.4,98.1736,412115.0,888.0,73.8,14.28,0.0,0.0
2013-02-01,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,12.9,0.5429926752100966,0.14640721012448843
2013-02-04,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,14.67,0.5429926752100966,0.14640721012448843
2013-02-05,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,13.72,0.5429926752100966,0.14640721012448843
2013-02-06,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,13.41,0.5429926752100966,0.14640721012448843
2013-02-07,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,13.5,0.5429926752100966,0.14640721012448843
2013-02-08,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,13.02,0.5429926752100966,0.14640721012448843
2013-02-11,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,12.94,0.5429926752100966,0.14640721012448843
2013-02-12,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,12.64,0.5429926752100966,0.14640721012448843
2013-02-13,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,12.98,0.5429926752100966,0.14640721012448843
2013-02-14,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,12.66,0.5429926752100966,0.14640721012448843
2013-02-15,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,12.46,0.5429926752100966,0.14640721012448843
2013-02-18,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,12.46,0.5429926752100966,0.14640721012448843
2013-02-19,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,12.31,0.0,0.0
2013-02-20,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,14.68,0.0,0.0
2013-02-21,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,15.22,0.0,0.0
2013-02-22,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,14.17,0.0,0.0
2013-02-25,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,18.99,0.0,0.0
2013-02-26,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,16.87,0.0,0.0
2013-02-27,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,14.73,0.0,0.0
2013-02-28,232.937,232.569,7.7,17662.4,98.6434,417013.0,962.0,77.6,15.51,0.0,0.0
2013-03-01,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,15.36,-0.28119191025899326,0.09674548198599364
2013-03-04,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,14.01,-0.28119191025899326,0.09674548198599364
2013-03-05,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,13.48,-0.28119191025899326,0.09674548198599364
2013-03-06,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,13.53,-0.28119191025899326,0.09674548198599364
2013-03-07,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,13.06,-0.28119191025899326,0.09674548198599364
2013-03-08,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,12.59,-0.28119191025899326,0.09674548198599364
2013-03-11,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,11.56,-0.28119191025899326,0.09674548198599364
2013-03-12,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,12.27,-0.28119191025899326,0.09674548198599364
2013-03-13,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,11.83,-0.28119191025899326,0.09674548198599364
2013-03-14,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,11.3,-0.28119191025899326,0.09674548198599364
2013-03-15,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,11.3,-0.28119191025899326,0.09674548198599364
2013-03-18,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,13.36,-0.28119191025899326,0.09674548198599364
2013-03-19,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,14.39,0.0,0.0
2013-03-20,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,12.67,0.0,0.0
2013-03-21,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,13.99,0.0,0.0
2013-03-22,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,13.57,0.0,0.0
2013-03-25,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,13.74,0.0,0.0
2013-03-26,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,12.77,0.0,0.0
2013-03-27,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,13.15,0.0,0.0
2013-03-28,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,12.7,0.0,0.0
2013-03-29,232.282,232.794,7.5,17662.4,99.047,414024.0,1010.0,78.6,12.7,0.0,0.0
2013-04-01,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,13.58,-0.2087979266581219,0.016323444762322836
2013-04-02,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,12.78,-0.2087979266581219,0.016323444762322836
2013-04-03,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,14.21,-0.2087979266581219,0.016323444762322836
2013-04-04,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,13.89,-0.2087979266581219,0.016323444762322836
2013-04-05,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,13.92,-0.2087979266581219,0.016323444762322836
2013-04-08,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,13.19,-0.2087979266581219,0.016323444762322836
2013-04-09,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,12.84,-0.2087979266581219,0.016323444762322836
2013-04-10,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,12.36,-0.2087979266581219,0.016323444762322836
2013-04-11,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,12.24,-0.2087979266581219,0.016323444762322836
2013-04-12,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,12.06,-0.2087979266581219,0.016323444762322836
2013-04-15,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,17.27,-0.2087979266581219,0.016323444762322836
2013-04-16,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,13.96,-0.2087979266581219,0.016323444762322836
2013-04-17,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,16.51,0.0,0.0
2013-04-18,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,17.56,0.0,0.0
2013-04-19,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,14.97,0.0,0.0
2013-04-22,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,14.39,0.0,0.0
2013-04-23,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,13.48,0.0,0.0
2013-04-24,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,13.61,0.0,0.0
2013-04-25,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,13.62,0.0,0.0
2013-04-26,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,13.61,0.0,0.0
2013-04-29,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,13.71,0.0,0.0
2013-04-30,231.797,232.832,7.6,17709.671,98.9445,411770.0,835.0,76.4,13.52,0.0,0.0
2013-05-01,231.893,232.996,7.5,17709.671,99.0383,414325.0,930.0,84.5,14.49,0.041415548950163306,0.07043705332601125
2013-05-02,231.893,232.996,7.5,17709.671,99.0383,414325.0,930.0,84.5,13.59,0.041415548950163306,0.07043705332601125
2013-05-03,231.893,232.996,7.5,17709.671,99.0383,414325.0,930.0,84.5,12.85,0.041415548950163306,0.07043705332601125
2013-05-06,231.893,232.996,7.5,17709.671,99.0383,414325.0,930.0,84.5,12.66,0.041415548950163306,0.07043705332601125
2013-05-07,231.893,232.996,7.5,17709.671,99.0383,414325.0,930.0,84.5,12.83,0.041415548950163306,0.07043705332601125
2013-05-08,231.893,232.996,7.5,17709.671,99.0383,414325.0,930.0,84.5,12.66,0.041415548950163306,0.07043705332601125
2013-05-09,231.893,232.996,7.5,17709.671,99.0383,414325.0,930.0,84.5,13.13,0.041415548950163306,0.07043705332601125
2013-05-10,231.893,232.996,7.5,17709.671,99.0383,414325.0,930.0,84.5,12.59,0.041415548950163306,0.07043705332601125
2013-05-13,231.893,232.996,7.5,17709.671,99.0383,414325.0,930.0,84.5,12.55,0.041415548950163306,0.07043705332601125
2013-05-14,231.893,232.996,7.5,17709.671,99.0383,414325.0,930.0,84.5,12.77,0.041415548950163306,0.07043705332601125
